,speciesCODE,spName,Contribution,colCode
0,infoflora:193100,Groenlandia densa [TRAC],0.1420903062835491,#311165
0,infoflora:318200,Potamogeton berchtoldii [TRAC],0.20918850647300286,#311165
0,infoflora:319700,Potamogeton pectinatus [TRAC],0.2841806125670982,#311165
0,infofauna:17042,Ephemera glaucops [EPHE],0.011840858856962426,#311165
0,infofauna:17054,Heptagenia sulphurea [EPHE],0.22102936532996525,#311165
0,infofauna:17060,Potamanthus luteus [EPHE],0.2328702241869277,#311165
0,infofauna:26620,Ceraclea aurea [TRIC],0.003946952952320808,#311165
0,infoflora:382200,Scrophularia umbrosa [TRAC],0.2644458478054942,#311165
0,nism:1079,Cinclidotus riparius [BRYO],0.1420903062835491,#311165
0,infofauna:17213,Onychogomphus forcipatus [ODON],1.3577518155983581,#621980
0,infofauna:70113,Bufo bufo [AMPH],34.3700663088096,#fcfdbf
0,infofauna:17151,Calopteryx splendens [ODON],2.573413324913167,#912b81
0,infofauna:70035,Barbus barbus [PISC],1.7169245342595518,#621980
0,vogelwarte:3320,Alcedo atthis [AVES],6.425639406378276,#ec5860
0,infoflora:191500,Glyceria fluitans [TRAC],0.26049889485317335,#311165
0,nism:1075,Cinclidotus fontinaloides [BRYO],0.10262077676034102,#311165
0,infofauna:8051,Gyraulus laevis [MOLL],0.06709820018945374,#311165
0,vogelwarte:4460,Acrocephalus scirpaceus [AVES],1.1090937796021472,#621980
0,infofauna:17062,Procloeon pennulatum [EPHE],0.13024944742658667,#311165
0,infoflora:440500,Veronica anagallis-aquatica [TRAC],0.4420587306599305,#311165
0,infofauna:17261,Calopteryx splendens [ODON],0.8407009788443321,#311165
0,infofauna:17209,Gomphus pulchellus [ODON],0.805178402273445,#311165
0,infoflora:319300,Potamogeton nodosus [TRAC],0.2328702241869277,#311165
0,infoflora:267800,Myriophyllum spicatum [TRAC],0.7814966845595201,#311165
0,infoflora:455700,Zannichellia palustris [TRAC],0.49731607199242184,#311165
0,infoflora:21800,Alisma lanceolatum [TRAC],0.0947268708556994,#311165
0,infoflora:21900,Alisma plantago-aquatica [TRAC],0.7025576255131039,#311165
0,infoflora:319200,Potamogeton natans [TRAC],0.3828544363751184,#311165
0,infoflora:433600,Utricularia australis [TRAC],0.20524155352068205,#311165
0,infoflora:269900,Nasturtium officinale [TRAC],0.4894221660877802,#311165
0,infofauna:17203,Brachytron pratense [ODON],0.45784654246921375,#311165
0,infoflora:432100,Typha angustifolia [TRAC],0.20129460056836124,#311165
0,infoflora:403100,Sparganium erectum [TRAC],0.6433533312282917,#311165
0,infoflora:378700,Schoenoplectus tabernaemontani [TRAC],0.20524155352068205,#311165
0,infoflora:403400,Sparganium erectum [TRAC],0.1381433533312283,#311165
0,nism:2398,Syntrichia pagorum [BRYO],0.16182507104515315,#311165
0,nism:1672,Leskea polycarpa [BRYO],0.039469529523208084,#311165
0,infofauna:17194,Aeshna isoceles [ODON],0.7933375434164825,#311165
0,infoflora:105500,Ceratophyllum demersum [TRAC],0.25260498894853173,#311165
0,infoflora:145000,Eleocharis acicularis [TRAC],0.15393116514051153,#311165
0,infoflora:319100,Potamogeton lucens [TRAC],0.0947268708556994,#311165
0,infoflora:320200,Potamogeton pusillus [TRAC],0.28023365961477736,#311165
0,infofauna:26619,Ceraclea annulicornis [TRIC],0.011840858856962426,#311165
0,infoflora:267900,Myriophyllum verticillatum [TRAC],0.0947268708556994,#311165
0,infofauna:17183,Erythromma najas [ODON],0.5249447426586675,#311165
0,infofauna:59815,Tetralonia salicariae [APID],0.07499210609409536,#311165
0,nism:1073,Cinclidotus aquaticus [BRYO],0.16577202399747393,#311165
0,infoflora:59500,Berula erecta [TRAC],0.5091569308493843,#311165
0,swisslichens:414,Cladonia rei [LICH],0.003946952952320808,#311165
0,swisslichens:366,Cladonia cariosa [LICH],0.05920429428481213,#311165
0,swisslichens:380,Cladonia ciliata [LICH],0.16577202399747393,#311165
0,nism:1352,Oxyrrhynchium speciosum [BRYO],0.011840858856962426,#311165
0,nism:535,Hygroamblystegium tenax [BRYO],0.0947268708556994,#311165
0,nism:1074,Cinclidotus danubicus [BRYO],0.055257341332491314,#311165
0,infoflora:341000,Ranunculus reptans [TRAC],0.21708241237764445,#311165
0,swissfungi:8358,Tapesia hydrophila [FUNG],0.027628670666245657,#311165
0,infoflora:232300,Lemna minor [TRAC],0.7499210609409536,#311165
0,infoflora:73200,Callitriche obtusangula [TRAC],0.007893905904641616,#311165
0,infoflora:378200,Schoenoplectus lacustris [TRAC],0.33943795389958953,#311165
0,infoflora:269800,Nasturtium microphyllum [TRAC],0.007893905904641616,#311165
0,infoflora:73000,Callitriche cophocarpa [TRAC],0.13024944742658667,#311165
0,vogelwarte:470,Ixobrychus minutus [AVES],0.31180928323334384,#311165
0,infoflora:71200,Calamagrostis pseudophragmites [TRAC],0.5052099778970635,#311165
0,vogelwarte:1670,Rallus aquaticus [AVES],1.089359014840543,#621980
0,vogelwarte:50,Tachybaptus ruficollis [AVES],3.6075149984212187,#912b81
0,vogelwarte:850,Netta rufina [AVES],1.0380486264603725,#621980
0,infoflora:339400,Ranunculus lingua [TRAC],0.17366592990211557,#311165
0,infoflora:320400,Potamogeton trichoides [TRAC],0.039469529523208084,#311165
0,vogelwarte:4450,Acrocephalus arundinaceus [AVES],1.4603725923586992,#621980
0,infoflora:318900,Potamogeton gramineus [TRAC],0.0947268708556994,#311165
0,infoflora:434200,Utricularia vulgaris [TRAC],0.035522576570887275,#311165
0,infoflora:338000,Ranunculus circinatus [TRAC],0.08288601199873696,#311165
0,infoflora:318500,Potamogeton crispus [TRAC],0.2644458478054942,#311165
0,infoflora:310600,Poa palustris [TRAC],0.2447110830438901,#311165
0,infofauna:70054,Rhodeus amarus [PISC],0.08683296495105779,#311165
0,infoflora:272300,Nuphar lutea [TRAC],0.17366592990211557,#311165
0,infoflora:272500,Nymphaea alba [TRAC],0.22892327123460687,#311165
0,infoflora:378800,Schoenoplectus triqueter [TRAC],0.003946952952320808,#311165
0,nism:905,Bryum intermedium [BRYO],0.035522576570887275,#311165
0,nism:1032,Drepanocladus polygamus [BRYO],0.05920429428481213,#311165
0,infofauna:70003,Anguilla anguilla [PISC],0.7972844963688034,#311165
0,nism:417,Riccia fluitans [BRYO],0.06709820018945374,#311165
0,infoflora:318300,Potamogeton coloratus [TRAC],0.2328702241869277,#311165
0,infoflora:232500,Lemna trisulca [TRAC],0.13024944742658667,#311165
0,infoflora:209300,Hydrocharis morsus-ranae [TRAC],0.10656772971266183,#311165
0,infoflora:272700,Nymphoides peltata [TRAC],0.039469529523208084,#311165
0,infoflora:314000,Polygonum amphibium [TRAC],0.2841806125670982,#311165
0,infoflora:336900,Ranunculus aquatilis [TRAC],0.06315124723713293,#311165
0,infoflora:206600,Hippuris vulgaris [TRAC],0.4657404483738554,#311165
0,infoflora:70400,Butomus umbellatus [TRAC],0.21708241237764445,#311165
0,infoflora:319800,Potamogeton perfoliatus [TRAC],0.3868013893274392,#311165
0,infoflora:443300,Veronica scutellata [TRAC],0.3986422481844017,#311165
0,infoflora:266000,Myosotis cespitosa [TRAC],0.1973476476160404,#311165
0,infoflora:405200,Spirodela polyrhiza [TRAC],0.17761288285443638,#311165
0,vogelwarte:860,Aythya ferina [AVES],0.003946952952320808,#311165
0,infoflora:432400,Typha shuttleworthii [TRAC],0.24865803599621092,#311165
0,nism:1944,Pohlia melanodon [BRYO],0.015787811809283233,#311165
0,infofauna:59508,Melitta nigricans [APID],0.30786233028102306,#311165
0,infofauna:17248,Sympetrum danae [ODON],0.7775497316071992,#311165
0,infoflora:362700,Sagittaria sagittifolia [TRAC],0.019734764761604042,#311165
0,infoflora:403000,Sparganium emersum [TRAC],0.4144300599936849,#311165
0,infoflora:320550,Potamogeton ×decipiens [TRAC],0.007893905904641616,#311165
0,nism:684,Didymodon sinuosus [BRYO],0.08683296495105779,#311165
0,infofauna:17390,Isoperla obscura [PLEC],0.019734764761604042,#311165
0,infofauna:70017,Salvelinus umbla [PISC],0.011840858856962426,#311165
0,vogelwarte:4430,Locustella luscinioides [AVES],0.6157246605620461,#311165
0,infoflora:341895,Ranunculus trichophyllus [TRAC],0.15787811809283234,#311165
0,infofauna:14500,Astacus astacus [CRUS],1.397221345121566,#621980
0,infoflora:73500,Callitriche stagnalis [TRAC],0.031575623618566466,#311165
0,infofauna:18533,Badister dilatatus [COLEca],0.11051468266498263,#311165
0,infofauna:18516,Chlaenius tristis [COLEca],0.027628670666245657,#311165
0,infofauna:18238,Asaphidion austriacum [COLEca],0.02368171771392485,#311165
0,infofauna:18534,Badister peltatus [COLEca],0.019734764761604042,#311165
0,vogelwarte:1710,Porzana porzana [AVES],0.05920429428481213,#311165
0,nism:507,Hygroamblystegium humile [BRYO],0.035522576570887275,#311165
0,infofauna:17004,Baetis buceratus [EPHE],0.11051468266498263,#311165
0,infofauna:17006,Baetis liebenauae [EPHE],0.11446163561730344,#311165
0,infofauna:17055,Leptophlebia marginata [EPHE],0.08683296495105779,#311165
0,infofauna:17056,Leptophlebia vespertina [EPHE],0.015787811809283233,#311165
0,infofauna:17061,Procloeon bifidum [EPHE],0.027628670666245657,#311165
0,infofauna:17083,Siphlonurus aestivalis [EPHE],0.0947268708556994,#311165
0,infofauna:17044,Ephemera vulgata [EPHE],0.04341648247552889,#311165
0,infoflora:73100,Callitriche hamulata [TRAC],0.007893905904641616,#311165
0,infoflora:319500,Potamogeton obtusifolius [TRAC],0.02368171771392485,#311165
0,infoflora:318100,Potamogeton alpinus [TRAC],0.0947268708556994,#311165
0,infoflora:191600,Glyceria maxima [TRAC],0.12235554152194505,#311165
0,infofauna:26350,Agraylea multipunctata [TRIC],0.019734764761604042,#311165
0,infofauna:26361,Hydroptila sparsa [TRIC],0.035522576570887275,#311165
0,infofauna:8044,Anisus vortex [MOLL],0.019734764761604042,#311165
0,vogelwarte:870,Aythya fuligula [AVES],0.8762235554152195,#311165
0,swissfungi:108,Agrocybe elatella [FUNG],0.1420903062835491,#311165
0,infofauna:8023,Valvata alpestris [MOLL],0.007893905904641616,#311165
0,infofauna:8058,Segmentina nitida [MOLL],0.055257341332491314,#311165
0,vogelwarte:820,Mareca strepera [AVES],0.0,#311165
0,infoflora:268400,Najas marina [TRAC],0.12630249447426586,#311165
0,swissfungi:4398,Lophodermium arundinaceum [FUNG],0.015787811809283233,#311165
0,swissfungi:6777,Tapesia retincola [FUNG],0.019734764761604042,#311165
0,vogelwarte:830,Spatula clypeata [AVES],0.0,#311165
0,swissfungi:10559,Massarina arundinacea [FUNG],0.003946952952320808,#311165
0,swissfungi:4391,Sigarispora arundinis [FUNG],0.003946952952320808,#311165
0,swissfungi:6470,Scirrhia rimosa [FUNG],0.003946952952320808,#311165
0,swissfungi:7952,Puccinia magnusiana [FUNG],0.0,#311165
0,swissfungi:4541,Marasmius limosus [FUNG],0.02368171771392485,#311165
0,infoflora:318700,Potamogeton filiformis [TRAC],0.0986738238080202,#311165
0,infoflora:134990,Deschampsia littoralis [TRAC],0.07104515314177455,#311165
0,infoflora:320500,Potamogeton ×angustifolius [TRAC],0.0,#311165
0,infofauna:26374,Oxyethira flavicornis [TRIC],0.011840858856962426,#311165
0,infofauna:26422,Cyrnus flavidus [TRIC],0.015787811809283233,#311165
0,infoflora:43800,Arenaria gothica [TRAC],0.007893905904641616,#311165
0,infoflora:97300,Catabrosa aquatica [TRAC],0.1460372592358699,#311165
0,infofauna:17018,Caenis lactea [EPHE],0.039469529523208084,#311165
0,infofauna:26466,Agrypnia varia [TRIC],0.0473634354278497,#311165
0,nism:2358,Tortella humilis [BRYO],0.007893905904641616,#311165
0,infoflora:320600,Potamogeton ×nitens [TRAC],0.011840858856962426,#311165
0,infofauna:18456,Agonum piceum [COLEca],0.011840858856962426,#311165
0,infofauna:8341,Anodonta cygnea [MOLL],0.031575623618566466,#311165
0,nism:1000,Bryum versicolor [BRYO],0.16182507104515315,#311165
0,infofauna:8038,Physa fontinalis [MOLL],0.0473634354278497,#311165
0,infofauna:8343,Unio crassus [MOLL],0.17366592990211557,#311165
0,infofauna:17226,Epitheca bimaculata [ODON],0.07499210609409536,#311165
0,infoflora:318800,Potamogeton friesii [TRAC],0.02368171771392485,#311165
0,vogelwarte:3900,Panurus biarmicus [AVES],0.04341648247552889,#311165
0,vogelwarte:750,Anas crecca [AVES],0.0,#311165
0,infoflora:232200,Lemna gibba [TRAC],0.003946952952320808,#311165
0,vogelwarte:1690,Zapornia parva [AVES],0.003946952952320808,#311165
0,infoflora:231800,Leersia oryzoides [TRAC],0.23681717713924852,#311165
0,infoflora:73300,Callitriche palustris [TRAC],0.05920429428481213,#311165
0,infofauna:8346,Unio tumidus [MOLL],0.185506788759078,#311165
